entry_time_tw,exit_time_tw,side,qty,entry_price,exit_price,pnl_usdt,pnl_pct,fees,funding
2026-02-17 14:52:51,2026-02-17 22:44:59,BUY,1.0,625.14,619.26,-5.88,-0.94,0.00,0.00
